,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
1253,Guma Orbit White Fresh Mint 10 dra?etek ,Wyroby cukiernicze,Rubber Orbit White Fresh Mint 10 dragees,Confectionery,Caoutchouc Orbit Blanc Menthe Fraîche 10 dragées,Confiserie
9875,Soti Natural - Napój zaparzona trawa cytrusowa i mi?ta bez cukrów,Napoje orze?wiaj?ce,Soti Natural - drink brewed citrus grass and mint without sugars,Refreshing drinks,Soti Natural - buvez de l&#39;herbe d&#39;agrumes et de la menthe brassées sans sucres,Boissons rafraîchissantes
8343,Lajkonik - Krakersy Junior w podró?y,Pozosta?e wyroby piekarskie,Lajkonik - Junior Crackers on the go,Other bakery products,Lajkonik - Junior Crackers sur le pouce,Autres produits de boulangerie
3549,Pestka dyni Bio ,Owoce suszone i orzechy,Bio pumpkin seed,Dried fruits and nuts,Graine de citrouille bio,Fruits secs et noix
367,Chleb chrupki bia?kowy pe?noziarnisty ,Pozosta?e wyroby piekarskie,Whole grain protein crispbread,Other bakery products,Pain croustillant aux protéines de grains entiers,Autres produits de boulangerie
15913,Hortex Napój bia?e winogrona 1 l,Soki owocowe i warzywne,Hortex Drink white grapes 1 l,Fruit and vegetable juices,Hortex Drink raisins blancs 1 l,Jus de fruits et de légumes
7334,Gerber - Obiadek bukiet jarzyn z cielecin? i kluseczkami,?ywno?? dla dzieci,Gerber - Dinner a bouquet of vegetables with veal and dumplings,Food for children,Gerber - Dîner un bouquet de légumes avec veau et boulettes,Nourriture pour les enfants
4746,Sok nfc great z owoców granatu 100% ,Soki owocowe i warzywne,100% pomegranate juice nfc,Fruit and vegetable juices,Jus Nfc 100% Grenade,Jus de fruits et de légumes
6733,Cromaris - Dorada ?wie?a - filet ze skór? MAP,Ryby ?wie?e lub ch?odzone,Cromaris - Fresh Dorada - fillet with MAP skin,Fresh or chilled fish,Cromaris - Dorada frais - filet avec peau MAP,Poisson frais ou réfrigéré
3330,Oliwki Jolca z papryk? jalapeno,Warzywa suszone i pozosta?e przetwory warzywne,Jolca olives with jalapeno peppers,Dried vegetables and other vegetable preserves,Olives Jolca aux piments jalapeno,Légumes secs et autres préparations à base de légumes
12139,"Apis Miód nektarowy wielokwiatowy 1,4 kg","D?emy, marmolady i miód",Apis Multi-flower nectar honey 1.4 kg,"Jams, marmalades and honey","Apis miel de nectar multi-fleurs 1,4 kg","Confitures, marmelades et miel"
10068,Trolli - Playmouse ?elki o smaku owocowym,Wyroby cukiernicze,Trolls - Playmouse jelly beans with fruit flavor,Confectionery,Trolls - Fèves à la gelée de souris au parfum de fruits,Confiserie
6059,  - Syrop o smaku  malinowym,Soki owocowe i warzywne,#NAME?,Fruit and vegetable juices,#NAME?,Jus de fruits et de légumes
15141,Mas?o ekstra 200 g,Mas?o,Extra butter 200 g,Butter,Beurre supplémentaire 200 g,beurre
17026,Pstr?g filet ze skór?,Ryby ?wie?e lub ch?odzone,Trout fillet with skin,Fresh or chilled fish,Filet de truite avec peau,Poisson frais ou réfrigéré
12032,Winiary Rosó? drobiowy 120 g (12 sztuk),"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Chicken broth 120 g (12 pieces),Other food items not elsewhere classified,Bouillon de poulet Winiary 120 g (12 pièces),Autres produits alimentaires nca
5114,?liwka suszona bezpestkowa ,Owoce suszone i orzechy,Dried seedless plums,Dried fruits and nuts,Prunes séchées sans pépins,Fruits secs et noix
15583,Dallmayr Crema d'Oro Brasilien Kawa ziarnista 1000 g,Kawa,Dallmayr Crema d&#39;Oro Brasilien Coffee beans 1000 g,Coffee,Dallmayr Crema d&#39;Oro Brasilien Grains de café 1000 g,café
11121,Vegeta Przyprawa warzywna do potraw 350 g,"Sól, przyprawy korzenne i zio?a kulinarne",Vegeta Vegetable seasoning for dishes 350 g,"Salt, spices and culinary herbs",Assaisonnement de légumes Vegeta pour plats 350 g,"Sel, épices et herbes culinaires"
11884,  Kapusta czerwona marynowana 680 g,Warzywa suszone i pozosta?e przetwory warzywne,Marinated red cabbage 680 g,Dried vegetables and other vegetable preserves,Chou rouge mariné 680 g,Légumes secs et autres préparations à base de légumes
11735,Profi Wielkopolski Pasztet z drobiem i zielonym pieprzem 131 g,Pozosta?e przetwory mi?sne,Profi Wielkopolski Pate with poultry and green pepper 131 g,Other meat preparations,Profi Wielkopolski Pate à la volaille et au poivron vert 131 g,Autres préparations de viande
16960,Krewetki w w?dzonym boczku,Owoce morza mro?one,Shrimps in smoked bacon,Frozen seafood,Crevettes au bacon fumé,Fruits de mer congelés
14609,  Jogurt czere?niowy 150 g,Jogurt,Cherry yogurt 150 g,Yoghurt,Yaourt à la cerise 150 g,yaourt
105,Baton Bajeczny ,Wyroby cukiernicze,Fabulous bar,Confectionery,Fabuleux bar,Confiserie
2387,?owicz passata classica ,Warzywa suszone i pozosta?e przetwory warzywne,Lowicz passata classica,Dried vegetables and other vegetable preserves,Lowicz passata classica,Légumes secs et autres préparations à base de légumes
12321,Dr. Oetker ?elatyna-fix deserowa 60 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Dr. Oetker Gelatin-fix dessert 60 g,Other food items not elsewhere classified,Dr. Oetker Dessert Gélatine Fix 60 g,Autres produits alimentaires nca
10920,Monini Classico Oliwa z oliwek najwy?szej jako?ci z pierwszego t?oczenia 250 ml,Oliwa z oliwek,Monini Classico Extra virgin olive oil 250 ml,olive oil,Monini Classico Huile d&#39;olive extra vierge 250 ml,Huile d&#39;olive
2994,Napój gazowany Schweppes cola ,Napoje orze?wiaj?ce,Schweppes cola soda,Refreshing drinks,Schweppes cola soda,Boissons rafraîchissantes
13272,  Kurczak bez podrobów,Mi?so drobiowe,Chicken without offal,Poultry meat,Poulet sans abats,Viande de volaille
1788,Kawa Jacobs Kronung mielona ,Kawa,Jacobs Kronung coffee powder,Coffee,Poudre de café Jacobs Kronung,café
3492,Pasta Smak Food z makreli,Pozosta?e przetwory z ryb i owoców morza,Pasta Taste Food with mackerel,Other preparations of fish and seafood,Goûter les pâtes au maquereau,Autres préparations de poisson et de fruits de mer
14685,Galbani Ser Mozzarella 125 g,Sery i twarogi,Galbani Mozzarella Cheese 125 g,Cheese and curd,Galbani Mozzarella 125 g,Fromage et caillé
621,Czekolada  bezglutenowa Chocokiss dzi?kuje ?e jeste? ,Czekolada,Chocokiss gluten-free chocolate thank you for being here,Chocolate,Chocokiss au chocolat sans gluten merci d&#39;être ici,chocolat
15313,"Minutka Herbata czarna 336 g (240 x 1,4 g)",Herbata,Minut Black Tea 336 g (240 x 1.4 g),Tea,"Thé noir Minut 336 g (240 x 1,4 g)",thé
13128,Lajkonik Junior Paluszki o smaku waniliowym 280 g,Pozosta?e wyroby piekarskie,Lajkonik Junior Vanilla flavor sticks 280 g,Other bakery products,Lajkonik Junior Fingers à la vanille 280 g,Autres produits de boulangerie
10898,Fitella Musli lekkie z ?urawin? aloesem i ananasem 50 g,P?atki ?niadaniowe,Fitella Muesli light with cranberry aloe and pineapple 50 g,Breakfast cereals,Fitella Muesli light à la canneberge aloès et ananas 50 g,Céréales de petit déjeuner
14474,Danone ale Pitny Truskawka poziomka Napój jogurtowy 290 g,Jogurt,Danone ale Potable Strawberry Strawberry Yogurt drink 290 g,Yoghurt,Danone ale Boisson au yogourt à la fraise et aux fraises potable 290 g,yaourt
210,Biszkopty savoiardi ,Pozosta?e wyroby piekarskie,Savoiardi biscuits,Other bakery products,Biscuits Savoiardi,Autres produits de boulangerie
2082,Kompot truskawkowy Klimex ,Przetwory owocowe,Klimex strawberry compote,Fruit preserves,Compote de fraises Klimex,Conserves de fruits
12918,belVita Breakfast Ciastka zbo?owe o smaku kakaowym z kawa?kami czekolady 50 g,Pozosta?e wyroby piekarskie,belVita Breakfast Cocoa cakes with chocolate chips 50 g,Other bakery products,belVita Breakfast Gâteaux au cacao avec pépites de chocolat 50 g,Autres produits de boulangerie
8489,Livity - Quick Meal Szybkie danie bezglutenowe smak Tajland...,Warzywa suszone i pozosta?e przetwory warzywne,Livity - Quick Meal Quick dish gluten-free taste of Thailand ...,Dried vegetables and other vegetable preserves,Livity - Quick Meal Goût rapide sans gluten de Thaïlande ...,Légumes secs et autres préparations à base de légumes
8297,Kupiec - Cukier puder,Cukier,Merchant - Powdered sugar,Sugar,Marchand - Sucre en poudre,sucre
12999,Nutella B-ready Wafelek z orzechami laskowymi i kakao oraz chrupkami 44 g (2 x 22 g),Wyroby cukiernicze,Nutella B-ready Wafer with hazelnuts and cocoa and crisps 44 g (2 x 22 g),Confectionery,Gaufrette Nutella B-ready avec noisettes et cacao et chips 44 g (2 x 22 g),Confiserie
6183,Bakoma - Jogurt 7 zbó? truskawka,Jogurt,Bakoma - Yogurt 7 cereal strawberry,Yoghurt,Bakoma - Yaourt 7 céréales fraises,yaourt
11374,Knorr Fix gulasz z kurczakiem 52 g,"Sosy, przyprawy",Knorr Fix chicken stew 52 g,"Sauces, spices",Ragoût de poulet Knorr Fix 52 g,"Sauces, Epices"
3655,  i   - ?wik?a z chrzanem ,Warzywa suszone i pozosta?e przetwory warzywne,and - beetroot with horseradish,Dried vegetables and other vegetable preserves,et - betterave au raifort,Légumes secs et autres préparations à base de légumes
10614,Risana Kasza j?czmienna per?owa 400 g (4 torebki),M?ka i pozosta?e zbo?a,Pearl barley risana 400 g (4 bags),Flour and other cereals,Risana d&#39;orge perlé 400 g (4 sacs),Farine et autres céréales
10616,Lubella Pe?ne Ziarno Fusilli Makaron ?widry 400 g,Makarony i produkty makaronowe,Lubella Whole Grain Fusilli Pasta Drill 400 g,Pasta and pasta products,Perceuse à pâtes Fusilli aux grains entiers Lubella 400 g,Pâtes et macaronis
8739,Menii - Smoothie Jab?ko-Burak-Truskawka-Wi?nia,Soki owocowe i warzywne,Menii - Apple-Beet-Strawberry-Cherry Smoothie,Fruit and vegetable juices,Menii - Smoothie Pomme-Betterave-Fraise-Cerise,Jus de fruits et de légumes
9076,Nesvita - P?atki owsiane z mlekiem i truskawkami,P?atki ?niadaniowe,Nesvita - Oatmeal with milk and strawberries,Breakfast cereals,Nesvita - Gruau au lait et fraises,Céréales de petit déjeuner
11282,Winiary Pomys? na... Soczystego kurczaka z papryk? i zio?ami 28 g,"Sosy, przyprawy",Winiary Idea for ... Juicy chicken with pepper and herbs 28 g,"Sauces, spices",Winiary Idea for ... Poulet juteux au poivre et aux herbes 28 g,"Sauces, Epices"
15629,  3in1 Napój kawowy w proszku 180 g (10 saszetek),Kawa,3in1 coffee drink powder 180 g (10 sachets),Coffee,Poudre de boisson au café 3en1 180 g (10 sachets),café
4706,Sok Hortex pomara?czowy ,Soki owocowe i warzywne,Hortex orange juice,Fruit and vegetable juices,Jus d&#39;orange Hortex,Jus de fruits et de légumes
4624,Skórka cytrynowa Kotanyi krojona ,Owoce suszone i orzechy,Kotanyi lemon peel sliced,Dried fruits and nuts,Zeste de citron Kotanyi tranché,Fruits secs et noix
14292,Koral Lody koktajlowe orzech karmel 400 ml,Lody,Coral ice cream cocktail caramel walnut 400 ml,Ice cream,Corail glace cocktail cocktail noix caramel 400 ml,crème glacée
10228,Wasa - Kanapka cream cheese   french herbs,Pozosta?e wyroby piekarskie,Wasa - Sandwich cream cheese french herbs,Other bakery products,Wasa - Sandwich au fromage à la crème herbes françaises,Autres produits de boulangerie
849,Deser belriso choco special ,Pozosta?e produkty mleczne,Belriso choco special dessert,Other dairy products,Belriso choco dessert spécial,Autres produits laitiers
16938,Czysta Stevia s?odzik STEWIA koncentrat 50g,Sztuczne substytuty cukru,Pure Stevia sweetener STEWIA concentrate 50g,Artificial sugar substitutes,Stevia pur édulcorant concentré STEWIA 50g,Sucre artificiel
8032,Kasia - Margaryna kostka,Margaryna i inne t?uszcze ro?linne,Kasia - Margarine ankle,Margarine and other vegetable fats,Kasia - Cheville Margarine,Margarine et autres graisses végétales
795,Danie Gerber bukiet jarzyn z ciel?cin? i kluseczkami ,?ywno?? dla dzieci,Gerber dish. A bouquet of vegetables with veal and dumplings,Food for children,Gerber plat. Un bouquet de légumes avec veau et boulettes,Nourriture pour les enfants
7866,JANEX - Szyje z indyka,Mi?so drobiowe,JANEX - Turkey necks,Poultry meat,JANEX - Cous de dinde,Viande de volaille
232,Bombonierka delissimo assorted ,Wyroby cukiernicze,Assorted delissimo chocolate boxes,Confectionery,Assortiment de boîtes de chocolat delissimo,Confiserie
4981,Suszone pomidory z chili ,Warzywa suszone i pozosta?e przetwory warzywne,Dried chili tomatoes,Dried vegetables and other vegetable preserves,Tomates chili séchées,Légumes secs et autres préparations à base de légumes
14750,NaTurek Nasz Kozi Serek do smarowania ?agodny 150 g,Sery i twarogi,"NaTurek Nasz Goat Cream spread, mild 150 g",Cheese and curd,"NaTurek Nasz Crème De Chèvre à Tartiner, Légère 150 g",Fromage et caillé
12915,Wawel Czekolada mleczna nadziewana truskawkowa 400 g (4 x 100 g),Czekolada,Wawel Milk chocolate stuffed with strawberry 400 g (4 x 100 g),Chocolate,Wawel chocolat au lait farci à la fraise 400 g (4 x 100 g),chocolat
1245,Guma Halls watermelon ,Wyroby cukiernicze,Rubber Halls watermelon,Confectionery,Melon d&#39;eau en caoutchouc,Confiserie
8712,Melon - Galia waga oko?o 800g,Owoce ?wie?e lub ch?odzone,Melon - Galia weight about 800g,Fresh or chilled fruits,Melon - Galia poids environ 800g,Fruits frais ou réfrigérés
13283,Goodvalley Schab wieprzowy bez ko?ci 300 g,Mi?so wieprzowe,Goodvalley Pork loin boneless 300 g,Pork meat,Longe de porc Goodvalley désossée 300 g,Viande de porc
14459,Bakoma 7 zbó? men Jogurt z jab?kiem pomara?cz? i zbo?ami 300 g,Jogurt,Bakoma 7 cereals men Yogurt with orange and cereals 300 g,Yoghurt,Bakoma 7 céréales homme Yaourt à l&#39;orange et céréales 300 g,yaourt
11015,  Czosnek granulowany 25 g,"Sól, przyprawy korzenne i zio?a kulinarne",Garlic granulated 25 g,"Salt, spices and culinary herbs",Ail granulé 25 g,"Sel, épices et herbes culinaires"
11263,Smak Chrzan tarty ostry 175 g,"Sosy, przyprawy",Taste Grated horseradish 175 g,"Sauces, spices",Goût de raifort râpé 175 g,"Sauces, Epices"
16672,KRESTO Mieszanka studencka 150 g,Owoce suszone i orzechy,KRESTO Student mix 150 g,Dried fruits and nuts,KRESTO Student Mix 150 g,Fruits secs et noix
4139,Salceson ciel?co-wieprzowy ,W?dliny,Veal-pork headcheese,meats,Tête de veau-porc,viandes
14152,  Value Pierogi z mi?sem 500 g,Pozosta?e przetwory mi?sne,Value Dumplings with meat 500 g,Other meat preparations,Dumplings avec viande 500 g,Autres préparations de viande
9095,O mana gea - Organiczna niefiltrowana ekstra oliwa z oliwek z p... t?oczenia,Oliwa z oliwek,Mana gea - Organic unfiltered extra virgin olive oil,olive oil,Mana gea - Huile d&#39;olive extra vierge non filtrée biologique,Huile d&#39;olive
5143,?mietanka ?aciata 10szt*10ml ,Pozosta?e produkty mleczne,?aciata cream 10pcs * 10ml,Other dairy products,?aciata crème 10pcs * 10ml,Autres produits laitiers
9615,Rapso - Olej  rzepakowy,Pozosta?e oleje jadalne,Rapso - Rapeseed oil,Other edible oils,Rapso - Huile de Colza,Autres huiles comestibles
16628,  Koperek p?czek,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,A bunch of dill,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Un bouquet d&#39;aneth,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
7671,Hochland - Edamski ser bez laktozy,Sery i twarogi,Hochland - Edam cheese without lactose,Cheese and curd,Hochland - Edam sans lactose,Fromage et caillé
16677,Bakalland Orzechy laskowe 250 g,Owoce suszone i orzechy,Bakalland Hazelnuts 250 g,Dried fruits and nuts,Bakalland Noisettes 250 g,Fruits secs et noix
2907,Musli Sante tropikalne,P?atki ?niadaniowe,Sante muesli tropical,Breakfast cereals,Sante muesli tropical,Céréales de petit déjeuner
1079,Filety z makreli w sosie pomidorowym Graal ,Pozosta?e przetwory z ryb i owoców morza,Mackerel fillets in Grail tomato sauce,Other preparations of fish and seafood,Filets de maquereaux à la sauce tomate Grail,Autres préparations de poisson et de fruits de mer
6934,Desobry - Mix herbatników z czekolad?,Pozosta?e wyroby piekarskie,Desobry - Mix of biscuits with chocolate,Other bakery products,Desobry - Mélange de biscuits au chocolat,Autres produits de boulangerie
5891,  - Mmm! Kie?basa suszona z d'Ardeche,W?dliny,- Mmm! Dried sausage from d&#39;Ardeche,meats,- Mmm! Saucisson d&#39;Ardèche,viandes
6467,Bombus - Raw Energy baton owocowy,Wyroby cukiernicze,Bombus - Raw Energy fruit bar,Confectionery,Bombus - Barre de fruits Raw Energy,Confiserie
16855,Królik ?wie?y tyszka,Pozosta?e mi?sa,Fresh rabbit on the tysha,Other meat,Lapin frais sur le tysha,Autres viandes
424,Chrzan tarty   i  ,Warzywa suszone i pozosta?e przetwory warzywne,Grated horseradish and,Dried vegetables and other vegetable preserves,Raifort râpé et,Légumes secs et autres préparations à base de légumes
4157,Sa?atka Jak u Mamy warzywna z jajkiem ,Warzywa suszone i pozosta?e przetwory warzywne,Salad Like a mother vegetable salad with egg,Dried vegetables and other vegetable preserves,Salade Comme une salade de légumes à l&#39;oeuf,Légumes secs et autres préparations à base de légumes
16299,  Spark Gazowany napój energetyzuj?cy o smaku zielonego jab?ka 250 ml,Napoje orze?wiaj?ce,Spark Carbonated energy drink with green apple flavor 250 ml,Refreshing drinks,Boisson énergisante gazeuse au goût de pomme verte Spark 250 ml,Boissons rafraîchissantes
12553,E. Wedel Ptasie Mleczko ?mietankowe 380 g,Wyroby cukiernicze,E. Wedel Ptasie Cream Milk 380 g,Confectionery,E. Wedel Ptasie Cream Milk 380 g,Confiserie
3178,Ocet Develey z czerwonego wina,"Sosy, przyprawy",Develey vinegar from red wine,"Sauces, spices",Develey vinaigre de vin rouge,"Sauces, Epices"
2252,Lody Big Milk trio neapolitana ,Lody,Ice Cream Big Milk trio neapolitana,Ice cream,Trio napolitaine à la crème glacée Big Milk,crème glacée
17039,"Peru, kakao",Kakao i czekolada w proszku,"Peru, Cocoa",Cocoa and chocolate powder,"Pérou, cacao",Cacao et chocolat en poudre
3377,O?miornice w sosie czosnkowym ,Pozosta?e przetwory z ryb i owoców morza,Octopus in garlic sauce,Other preparations of fish and seafood,Poulpe à la sauce à l&#39;ail,Autres préparations de poisson et de fruits de mer
8858,Mlexer - Kasza bulgur,M?ka i pozosta?e zbo?a,Mlexer - Bulgur,Flour and other cereals,Mlexer - Bulgur,Farine et autres céréales
5894,  - Mmm! Ossau-Iraty - Ser z mleka owczego kawa?ek,Sery i twarogi,- Mmm! Ossau-Iraty - A piece of sheep&#39;s milk cheese,Cheese and curd,#NAME?,Fromage et caillé
9182,PPZ Trzemeszno - M?ka ziemniaczana,M?ka i pozosta?e zbo?a,PPZ Trzemeszno - Potato flour,Flour and other cereals,PPZ Trzemeszno - Farine de pomme de terre,Farine et autres céréales
11376,Knorr Fix makaron kremowe 4 sery z mozzarell? 45 g,"Sosy, przyprawy",Knorr Fix cream noodles 4 cheese with mozzarella 45 g,"Sauces, spices",Knorr Fix nouilles à la crème 4 fromages avec mozzarella 45 g,"Sauces, Epices"
15582,  Original Kawa rozpuszczalna granulowana 100 g,Kawa,Original Instant granulated coffee 100 g,Coffee,Café instantané en grains 100 g,café
357,Chipsy Tortilla chilli bezglutenowe ,Chipsy,Gluten-free tortilla chips,Chips,Chips de tortilla sans gluten,chips
16017,Owoc ??cki Sok jab?kowo-gruszkowy 3 l,Soki owocowe i warzywne,Fruit ??cki Apple-pear juice 3 l,Fruit and vegetable juices,Jus de fruits ??cki pomme-poire 3 l,Jus de fruits et de légumes
8128,Konspol - Kabanosy podhala?skie kurczak z jagni?cin? bez glu...,W?dliny,Konspol - Kabanosy Podhalanski chicken with lamb without glu ...,meats,Konspol - Poulet Kabanosy Podhalanski avec agneau sans colle,viandes
4835,Sos holenderski Knorr ,"Sosy, przyprawy",Knorr Hollandaise Sauce,"Sauces, spices",Sauce Hollandaise Knorr,"Sauces, Epices"
9364,    - Migda?y ?uskane,Owoce suszone i orzechy,#NAME?,Dried fruits and nuts,#NAME?,Fruits secs et noix
5285,Wafle jaglane w czekoladzie mlecznej ,Pozosta?e wyroby piekarskie,Millet wafers in milk chocolate,Other bakery products,Gaufrettes de mil au chocolat au lait,Autres produits de boulangerie
3920,Przyprawa Kamis Z?ocista do kurczaka ,"Sól, przyprawy korzenne i zio?a kulinarne",Kamis Golden spice for chicken,"Salt, spices and culinary herbs",Kamis Golden spice au poulet,"Sel, épices et herbes culinaires"
8915,Muszyna - Cechini Sport naturalna woda mineralna wysokozmine...,Wody mineralne lub ?ródlane,Muszyna - Cechini Sport high mineral water natural ...,Mineral or spring waters,Muszyna - Cechini Sport eau minérale naturelle ...,Eaux minérales ou sources
12332,Dr. Oetker Galaretka o smaku agrestowym 77 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Dr. Oetker Gooseberry Jelly 77 g,Other food items not elsewhere classified,Dr. Gelée Oetker à la Groseille à maquereau 77 g,Autres produits alimentaires nca
1918,Ketchup Hellmann`s ?agodny ,"Sosy, przyprawy",Hellmann`s mild ketchup,"Sauces, spices",Le ketchup doux de Hellmann,"Sauces, Epices"
5897,"  - Mmm! Saint-Felicien - Ser podpuszczkowy, dojrzewaj... z porostem bia?ej ple?ni",Sery i twarogi,"- Mmm! Saint-Felicien - Rennet cheese, ripen ... with white mold growth",Cheese and curd,- Mmm! Saint-Felicien - Fromage présure affiné ... avec moisissure blanche,Fromage et caillé
3147,Nektar z czarnych porzeczek ,Soki owocowe i warzywne,Blackcurrant nectar,Fruit and vegetable juices,Nectar de cassis,Jus de fruits et de légumes
11332,Winiary Pomys? na... Soczystego kurczaka w rozmarynie i zio?ach 35 g,"Sosy, przyprawy",Winiary Idea for ... Juicy chicken in rosemary and herbs 35 g,"Sauces, spices",Winiary Idea for ... Poulet juteux au romarin et aux herbes 35 g,"Sauces, Epices"
9703,Sacla - Zielone oliwki z pestk? w solance,Warzywa suszone i pozosta?e przetwory warzywne,Sacla - Green olives with stone in brine,Dried vegetables and other vegetable preserves,Sacla - Olives vertes avec pierre en saumure,Légumes secs et autres préparations à base de légumes
7352,Gerber - Organic Jab?ko deser po 4 miesi?cu.,?ywno?? dla dzieci,Gerber - Organic Apple dessert after 4 months.,Food for children,Gerber - Dessert aux pommes bio après 4 mois.,Nourriture pour les enfants
8839,Mlekovita - Ser ?ó?ty Gouda mierzwiony,Sery i twarogi,Mlekovita - Gouda cheese measured,Cheese and curd,Mlekovita - Gouda mesuré,Fromage et caillé
17056,FISH4EVER Makrela w sosie w?asnym,Ryby ?wie?e lub ch?odzone,FISH4EVER Mackerel in own sauce,Fresh or chilled fish,FISH4EVER Maquereau dans sa propre sauce,Poisson frais ou réfrigéré
2691,Mieszanka przypraw Kotanyi grill ,"Sól, przyprawy korzenne i zio?a kulinarne",Kotanyi grill spice mix,"Salt, spices and culinary herbs",Mélange d&#39;épices grillées Kotanyi,"Sel, épices et herbes culinaires"
14363,Mlekpol Ma?lanka Mr?gowska truskawkowa 1 l,Pozosta?e produkty mleczne,Mlekpol Buttermilk Mr?gowska Strawberry 1 l,Other dairy products,Mlekpol Buttermilk Mr?gowska Fraise 1 l,Autres produits laitiers
15162,  Jaja z chowu ?ció?kowego M 10 sztuk,Jaja,Barn eggs from M 10 pieces,eggs,Œufs de grange de M 10 pièces,œufs
5131,?mietana primo 18% ,Pozosta?e produkty mleczne,18% primo cream,Other dairy products,18% de crème primo,Autres produits laitiers
5561,2be BIO - jagoda mro?ona bio,Owoce mro?one,2be BIO - organic blueberry berry,Frozen fruit,2be BIO - baie de myrtille bio,Fruits congelés
16996,  smalec wyborowy 200 g,Pozosta?e t?uszcze zwierz?ce,choice lard 200 g,Other animal fats,Saindoux 200 g,Autres graisses animales
16542,Sa?ata z korzeniem mix,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Lettuce with root mix,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Laitue avec mélange de racines,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
6437,Bobovita - Zielone warzywka z indykiem,?ywno?? dla dzieci,Bobovita - Green vegetables with turkey,Food for children,Bobovita - Légumes verts à la dinde,Nourriture pour les enfants
8008,Kamis - Ziele angielskie suszone,"Sól, przyprawy korzenne i zio?a kulinarne",Kamis - Dried allspice,"Salt, spices and culinary herbs",Kamis - Épice séchée,"Sel, épices et herbes culinaires"
6642,Chupa Chups - surprise lizak z niespodziank?,Wyroby cukiernicze,Chupa Chups - surprise lollipop with surprise,Confectionery,Chupa Chups - Lollipop surprise avec surprise,Confiserie
11387,Winiary Sos pieczeniowy kremowy 29 g,"Sosy, przyprawy",Winiary Cream sauce gravy 29 g,"Sauces, spices",Sauce à la crème Winiary 29 g,"Sauces, Epices"
5226,Twaróg Wiejski t?usty BIO ,Sery i twarogi,Fat cottage cheese BIO,Cheese and curd,Fromage blanc gras BIO,Fromage et caillé
3602,Pierniki Katarzynki ,Pozosta?e wyroby piekarskie,Catherine gingerbreads,Other bakery products,Pains d&#39;épice Catherine,Autres produits de boulangerie
13597,Madej Wróbel Kie?basa krucha z galaretk? 300 g,W?dliny,Madej Wróbel Tender sausage with jelly 300 g,meats,Madej Wróbel Tendre saucisse avec gelée 300 g,viandes
3693,Platki owsiane ,P?atki ?niadaniowe,Oatmeal,Breakfast cereals,Flocons d&#39;avoine,Céréales de petit déjeuner
13171,  Chrupki ziemniaczane solone 170 g,Pozosta?e wyroby piekarskie,Salted potato crisps 170 g,Other bakery products,Chips de pommes de terre salées 170 g,Autres produits de boulangerie
12449,Winiary Super kisiel smak cytryny z siemieniem lnianym 27 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Super jelly lemon flavor with linseed 27 g,Other food items not elsewhere classified,Winiary Super gelée citron avec graines de lin 27 g,Autres produits alimentaires nca
9725,Sante - Kasza jaglana,M?ka i pozosta?e zbo?a,Sante - Millet,Flour and other cereals,Sante - Millet,Farine et autres céréales
746,Czekolada Wedel Gorzka Truskawkowa ,Czekolada,Bitter Strawberry Wedel Chocolate,Chocolate,Chocolat aux fraises amères,chocolat
11142,Knorr Przyprawa do karkówki 23 g,"Sól, przyprawy korzenne i zio?a kulinarne",Knorr Pork neck seasoning 23 g,"Salt, spices and culinary herbs",Assaisonnement pour le cou de porc Knorr 23 g,"Sel, épices et herbes culinaires"
1712,Kasza kuskus razowa Bio ,Makarony i produkty makaronowe,Organic wholemeal couscous,Pasta and pasta products,Couscous complet bio,Pâtes et macaronis
13188,  Chipsy ziemniaczane o smaku sera koziego i czarnego pieprzu 150 g,Chipsy,Potato chips flavored with goat cheese and black pepper 150 g,Chips,Croustilles parfumées au fromage de chèvre et au poivre noir 150 g,chips
615,Czarnuszka ,"Sól, przyprawy korzenne i zio?a kulinarne",czarnuszka,"Salt, spices and culinary herbs",czarnuszka,"Sel, épices et herbes culinaires"
9322,Pi?tnica - ?mietana 18%,Pozosta?e produkty mleczne,Pi?tnica - Sour cream 18%,Other dairy products,Pi?tnica - Crème sure 18%,Autres produits laitiers
6980,Dole - Ananas plastry w syropie,Przetwory owocowe,Bottom - Pineapple slices in syrup,Fruit preserves,Fond - Tranches d&#39;ananas au sirop,Conserves de fruits
14680,Pi?tnica Serek wiejski lekki 150 g,Sery i twarogi,Pi?tnica Light cottage cheese 150 g,Cheese and curd,Fromage cottage léger Pi?tnica 150 g,Fromage et caillé
