,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
2810,Mleko Bebilon HA2 hipoalergiczne,Mleko zag?szczone i w proszku,Bebilon HA2 milk hypoallergenic,Powdered and powdered milk,Bebilon HA2 lait hypoallergénique,Lait condensé et en poudre
10539,o'Sole Sól Fita morska o obni?onej zawarto?ci sodu jodowana 1 kg,"Sól, przyprawy korzenne i zio?a kulinarne",o&#39;Sole Salt Fita sea salt with reduced sodium content iodized 1 kg,"Salt, spices and culinary herbs",o&#39;Sole Salt Fita sel de mer à teneur réduite en sodium iodé 1 kg,"Sel, épices et herbes culinaires"
13532,  Polskie W?dliny Kie?basa ?ywiecka 275 g,W?dliny,Polish Sausages Zywiec sausage 275 g,meats,Saucisses polonaises Saucisse Zywiec 275 g,viandes
1855,Kawa rozpuszczalna Prima crema ,Kawa,Prima crema instant coffee,Coffee,Café instantané Prima Crema,café
10164,Van houten - kakao pe?not?uste w proszku,Kakao i czekolada w proszku,Van houten - full-fat cocoa powder,Cocoa and chocolate powder,Van houten - Cacao en poudre,Cacao et chocolat en poudre
6358,Blue Dragon - Japo?ski sos Teriyaki ?agodny,"Sosy, przyprawy",Blue Dragon - Japanese Teriyaki sauce mild,"Sauces, spices",Blue Dragon - Sauce Teriyaki Japonaise douce,"Sauces, Epices"
11641,  Seler ci?ty 290 g,Warzywa suszone i pozosta?e przetwory warzywne,Cut celery 290 g,Dried vegetables and other vegetable preserves,Couper le céleri 290 g,Légumes secs et autres préparations à base de légumes
13369,Balcerzak Pol?dwica sopocka 100 g,W?dliny,Balcerzak Sopot tenderloin 100 g,meats,Filet mignon Balcerzak Sopot 100 g,viandes
10415,nimm2 - ?miej?elki Mlekoduszki ?elki owocowe,Wyroby cukiernicze,nimm2 - ?miej?elki Mlekoduszki fruit jelly beans,Confectionery,nimm2 - bmiej?elki Mlekoduszki fèves à la gelée de fruits,Confiserie
5863,"  - Makrela tusze w?dzone na gor?co, MAP","Ryby i owoce morza suszone, w?dzone lub solone",#NAME?,"Dried, smoked or salted seafood and fish",#NAME?,"Poisson et fruits de mer séchés, fumés ou salés"
6281,"Belin - Ziele Czystka herbata zio?owa ekspresowa 20tb x 1,...",Herbata,"Belin - Herb Pure herbal tea express 20tb x 1, ...",Tea,"Belin - Tisane Herb Pure express 20tb x 1, ...",thé
3832,Powid?a brzoskwiniowe ,"D?emy, marmolady i miód",Peach plum jam,"Jams, marmalades and honey",Confiture de prunes de pêche,"Confitures, marmelades et miel"
14300,Kaktus Lody wodne o smaku jagodowym i lody cytrynowe z zielon? polew? t?uszczow? 500 ml,Lody,Cactus Blueberry ice cream and lemon ice cream with green fat coating 500 ml,Ice cream,Glace Cactus à la myrtille et glace au citron recouverte de graisse verte 500 ml,crème glacée
16730,  S?onecznik ?uskany 500 g,Owoce suszone i orzechy,Shelled sunflower seeds 500 g,Dried fruits and nuts,Graines de tournesol décortiquées 500 g,Fruits secs et noix
2231,Libeert origin ecuador 71% ,Czekolada,Libeert origin ecuador 71%,Chocolate,Origine Libeert Équateur 71%,chocolat
15738,"Polanicka Napój gazowany na bazie naturalnej wody mineralnej o smaku truskawkowym 1,5 l",Wody mineralne lub ?ródlane,Polanicka Carbonated drink based on natural mineral water with a strawberry flavor 1.5 l,Mineral or spring waters,"Boisson gazeuse Polanicka à base d&#39;eau minérale naturelle au goût de fraise 1,5 l",Eaux minérales ou sources
9366,    - Morele suszone,Owoce suszone i orzechy,#NAME?,Dried fruits and nuts,#NAME?,Fruits secs et noix
11508,Winiary Sos burgerowy 350 ml,"Sosy, przyprawy",Winiary Burger sauce 350 ml,"Sauces, spices",Winiary Burger sauce 350 ml,"Sauces, Epices"
989,Fasola bia?a Rolnik ,Warzywa suszone i pozosta?e przetwory warzywne,Farmer white beans,Dried vegetables and other vegetable preserves,Haricots blancs fermiers,Légumes secs et autres préparations à base de légumes
13181,  Mieszanka paluszków krakersów i precelków 250 g,Pozosta?e wyroby piekarskie,A mixture of cracker sticks and pretzels 250 g,Other bakery products,Un mélange de bâtons de craquelins et de bretzels 250 g,Autres produits de boulangerie
13604,Meaters Kabanosy wieprzowe 82 g,W?dliny,Meaters Pork Kabanosy 82 g,meats,Meaters Kabanosy au porc 82 g,viandes
16112,Schweppes Bitter Lemon Napój gazowany o smaku cytrynowym 330 ml,Napoje orze?wiaj?ce,Schweppes Bitter Lemon Carbonated drink with lemon flavor 330 ml,Refreshing drinks,Schweppes Bitter Lemon Boisson gazéifiée à la saveur de citron 330 ml,Boissons rafraîchissantes
1473,Jab?ka pra?one ,Przetwory owocowe,Roasted apples,Fruit preserves,Pommes grillées,Conserves de fruits
15820,Tymbark Napój jab?ko wi?nia 2 l,Soki owocowe i warzywne,Tymbark drink apple cherry 2 l,Fruit and vegetable juices,Tymbark boisson pomme cerise 2 l,Jus de fruits et de légumes
14548,  Napój jogurtowy cytryna-limonka odt?uszczony 350 g,Jogurt,Skimmed lemon-lime yogurt drink 350 g,Yoghurt,"Yogourt écrémé au citron et à la lime, boisson 350 g",yaourt
8091,Knorr - Przyprawa do z?otego kurczaka,"Sól, przyprawy korzenne i zio?a kulinarne",Knorr - A golden chicken spice,"Salt, spices and culinary herbs",Knorr - Une épice de poulet doré,"Sel, épices et herbes culinaires"
14055,FRoSTA Przysmak rybny z fileta z serem i zio?ami 220 g (2 sztuki),Pozosta?e przetwory z ryb i owoców morza,FRoSTA Fish delicacy from fillet with cheese and herbs 220 g (2 pieces),Other preparations of fish and seafood,FRoSTA Délicatesse de poisson au filet avec fromage et fines herbes 220 g (2 morceaux),Autres préparations de poisson et de fruits de mer
14665,Mlekovita Wypasiona ?mietanka 30% 330 ml,Pozosta?e produkty mleczne,Mlekovita Cool Cream 30% 330 ml,Other dairy products,Mlekovita Cool Cream 30% 330 ml,Autres produits laitiers
11673,Figaro Hiszpa?skie oliwki czarne drylowane 920 g,Warzywa suszone i pozosta?e przetwory warzywne,Figaro Spanish pitted black olives 920 g,Dried vegetables and other vegetable preserves,Figaro Olives noires espagnoles dénoyautées 920 g,Légumes secs et autres préparations à base de légumes
16149,"Schweppes Lemon Napój gazowany 1,4 l",Napoje orze?wiaj?ce,Schweppes Lemon carbonated drink 1.4 l,Refreshing drinks,"Schweppes Citron boisson gazeuse 1,4 l",Boissons rafraîchissantes
3969,Przyprawa Vegeta ,"Sól, przyprawy korzenne i zio?a kulinarne",Vegeta spice,"Salt, spices and culinary herbs",Végéta Épice,"Sel, épices et herbes culinaires"
9073,Nestle - P?atki ?niadaniowe Lion z czekolad? i karmelem,P?atki ?niadaniowe,Nestle - Lion cereal with chocolate and caramel,Breakfast cereals,Nestlé - céréale de lion au chocolat et caramel,Céréales de petit déjeuner
14694,Cream Fields Twaróg chudy 200 g,Sery i twarogi,Cream Fields Thin cottage cheese 200 g,Cheese and curd,Cream Fields Fromage blanc caillé maigre 200 g,Fromage et caillé
1633,Kabanos Exclusive dojrzewaj?cy wieprzowy Tarczy?ski,W?dliny,Kabanos Exclusive ripening pork Tarczy?ski,meats,"Tarczy?ski, porc à maturation exclusive Kabanos",viandes
5463,Zupa rosó? pikantny amino ,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Spicy broth amino soup,Other food items not elsewhere classified,Soupe aminée épicée,Autres produits alimentaires nca
182,Bazylia Kamis ,"Sól, przyprawy korzenne i zio?a kulinarne",Basil Kamis,"Salt, spices and culinary herbs",Basil kamis,"Sel, épices et herbes culinaires"
1890,Kawa zbo?owa Inka Magne ,Kawa,Inka Magne cereal coffee,Coffee,Café aux céréales Inka Magne,café
9701,Sacla - Pesto alla rucola,"Sosy, przyprawy",Sacla - Pesto alla rucola,"Sauces, spices",Sacla - Pesto alla rucola,"Sauces, Epices"
14638,Krasnystaw ?mietana 18% homogenizowana 150 g,Pozosta?e produkty mleczne,Krasnystaw Cream 18% homogenised cream 150 g,Other dairy products,Krasnystaw Cream 18% crème homogénéisée 150 g,Autres produits laitiers
1717,Kaszka 5 zbó? z lip? ,?ywno?? dla dzieci,5 cereals with linden,Food for children,5 céréales au tilleul,Nourriture pour les enfants
12988,Milka Czekolada mleczna Oreo Choco 100 g,Czekolada,Milka Milk chocolate Oreo Choco 100 g,Chocolate,Chocolat au lait Milka Oreo Choco 100 g,chocolat
7222,Figaro - Papryka Piri-Piri ostra,Warzywa suszone i pozosta?e przetwory warzywne,Figaro - Hot Piri-Piri peppers,Dried vegetables and other vegetable preserves,Figaro - Piment Piri-Piri Épicé,Légumes secs et autres préparations à base de légumes
6021,  - Soczewica zielona,Warzywa suszone i pozosta?e przetwory warzywne,#NAME?,Dried vegetables and other vegetable preserves,#NAME?,Légumes secs et autres préparations à base de légumes
8074,Knorr - Mieszanka zió? i przypraw W?gierska z papryk?,"Sól, przyprawy korzenne i zio?a kulinarne",Knorr - A mixture of Hungarian herbs and spices with peppers,"Salt, spices and culinary herbs",Knorr - Un mélange d&#39;herbes hongroises et d&#39;épices avec du paprika,"Sel, épices et herbes culinaires"
16438,Dan Cake Bu?ki 300 g (6 sztuk),Pieczywo,Dan Cake Rolls 300 g (6 pieces),Bread,Dan Cake Rolls 300 g (6 pièces),pain
4509,Serek Almette Fruit z wi?ni? i ?urawin? ,Sery i twarogi,Almette Fruit with cherry and cranberry,Cheese and curd,Fruit d&#39;Almette aux cerises et aux canneberges,Fromage et caillé
3272,Oliwa Extra Vergine Czosnek-Chili   i  ,Oliwa z oliwek,Extra Olive Vergine Garlic Chili and,olive oil,Chili à l&#39;ail et aux olives extra olive,Huile d&#39;olive
246,Bombonierka Wawel Tiki Taki kokosowo-orzechowe z nadzieniem,Wyroby cukiernicze,Chocolate box Wawel Tiki Such coconut and nut filling,Confectionery,Boîte de chocolat Tiki Wawel Une telle garniture à la noix de coco et aux noix,Confiserie
3481,Pasta makrelowa rybhand ,Pozosta?e przetwory z ryb i owoców morza,Rybhand mackerel paste,Other preparations of fish and seafood,Pâte de maquereau Rybhand,Autres préparations de poisson et de fruits de mer
4642,Smaczna zupa winiary ?urek z grzankami ,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Tasty soup winiary sour soup with croutons,Other food items not elsewhere classified,Soupe savoureuse soupe aigre winiary avec croûtons,Autres produits alimentaires nca
4467,Ser topiony bloczek gouda ,Sery i twarogi,Cheese melted gouda block,Cheese and curd,Bloc de gouda au fromage fondu,Fromage et caillé
6482,Bonduelle - Fasolka szparagowa  ?ó?ta,Warzywa mro?one inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Bonduelle - Yellow string beans,"Frozen vegetables, other than potatoes or other tuber vegetables",Bonduelle - Haricots jaunes,Légumes congelés autres que les pommes de terre ou autres tubercules
11836,GRAAL Filety z makreli w wodzie z cytryn? i pieprzem 110 g,Pozosta?e przetwory z ryb i owoców morza,GRAAL Mackerel fillets in water with lemon and pepper 110 g,Other preparations of fish and seafood,Filets de maquereau GRAAL à l&#39;eau citronnée et poivrée 110 g,Autres préparations de poisson et de fruits de mer
3452,Papryka zó?ta grecka Konstopulos,Warzywa suszone i pozosta?e przetwory warzywne,Greek yellow pepper Konstopulos,Dried vegetables and other vegetable preserves,Konstopulos au poivre jaune,Légumes secs et autres préparations à base de légumes
8386,Lestello - Ciecierzyca 1kg,Warzywa suszone i pozosta?e przetwory warzywne,Lestello - Chickpeas 1kg,Dried vegetables and other vegetable preserves,Lestello - Pois Chiches 1kg,Légumes secs et autres préparations à base de légumes
10912,  Ocet balsamiczny z Modeny 250 ml,"Sosy, przyprawy",Balsamic vinegar from Modena 250 ml,"Sauces, spices",Vinaigre Balsamique de Modène 250 ml,"Sauces, Epices"
8108,Knorr - Sos sa?atkowy francuski,"Sosy, przyprawy",Knorr - French salad dressing,"Sauces, spices",Knorr - Vinaigrette Française,"Sauces, Epices"
11732,King Oscar Filety z makreli w sosie pomidorowym z curry 170 g,Pozosta?e przetwory z ryb i owoców morza,King Oscar Mackerel fillets in tomato sauce with curry 170 g,Other preparations of fish and seafood,Filets de maquereau roi Oscar à la sauce tomate et au curry 170 g,Autres préparations de poisson et de fruits de mer
16861,"szynka z dzika bez ko?ci, ?wie?a",Pozosta?e mi?sa,"boneless boar ham, fresh",Other meat,"jambon de sanglier désossé, frais",Autres viandes
7130,E. Wedel - Wafle WW cztery wafelki,Pozosta?e wyroby piekarskie,E. Wedel - WW Wafers four wafers,Other bakery products,E. Wedel - WW Wafers quatre plaquettes,Autres produits de boulangerie
7528,Helio Natura - Rodzynki su?ta?skie,Owoce suszone i orzechy,Helio Natura - Sultan Raisins,Dried fruits and nuts,Helio Natura - Raisins Sultans,Fruits secs et noix
4121,Salami Milano Felinese ,W?dliny,Salami Milano Felinese,meats,Salami Milano Felinese,viandes
15985,Cappy Napój multiwitamina 330 ml,Soki owocowe i warzywne,Cappy Drink multivitamin 330 ml,Fruit and vegetable juices,Cappy Drink multivitamines 330 ml,Jus de fruits et de légumes
7506,Helcom - Premium pomidory sma?one z oliw? z oliwek,Warzywa suszone i pozosta?e przetwory warzywne,Helcom - Premium tomatoes fried with olive oil,Dried vegetables and other vegetable preserves,Helcom - Premium tomates frites à l&#39;huile d&#39;olive,Légumes secs et autres préparations à base de légumes
1553,Jogurt Danone naturalny ?agodny ,Jogurt,Danone natural mild yogurt,Yoghurt,Yaourt doux naturel Danone,yaourt
4570,Serek ?mietanowy ,Sery i twarogi,Cream cheese,Cheese and curd,Fromage à la crème,Fromage et caillé
15716,Dobrowianka Naturalna woda mineralna niegazowana 500 ml,Wody mineralne lub ?ródlane,Dobrowianka Natural still mineral water 500 ml,Mineral or spring waters,Dobrowianka Eau minérale plate naturelle 500 ml,Eaux minérales ou sources
5684,Arla Apetina - Snack z suszonymi pomidorami,Sery i twarogi,Arla Apetina - Snack with dried tomatoes,Cheese and curd,Arla Apetina - Snack aux tomates séchées,Fromage et caillé
10100,Tymbark - Sok Vega warzywny zio?a prowansalskie,Soki owocowe i warzywne,Tymbark - Vegetable juice Vega Herbes de Provence,Fruit and vegetable juices,Tymbark - Jus de légumes Vega Herbes de Provence,Jus de fruits et de légumes
11112,Knorr Przyprawa w mini kostkach Pietruszka 35 g (10 mini kostek),"Sól, przyprawy korzenne i zio?a kulinarne",Knorr Spice in mini cubes Parsley 35 g (10 mini cubes),"Salt, spices and culinary herbs",Knorr Spice in mini cubes Persil 35 g (10 mini cubes),"Sel, épices et herbes culinaires"
173,Baton z mlecznej czekolady Hershey's ,Czekolada,Hershey&#39;s milk chocolate bar,Chocolate,Barre de chocolat au lait de Hershey,chocolat
865,Deser Hipp Jab?ka,?ywno?? dla dzieci,Hipp Apples dessert,Food for children,Hipp Pommes Dessert,Nourriture pour les enfants
2928,Musztarda kcy?ska pa?ucka ,"Sosy, przyprawy",Kcinska mustard from Pa?uck,"Sauces, spices",Moutarde Kcinska de Pa?uck,"Sauces, Epices"
1186,Go??bki Kuchnia Polki ,Gotowe dania,Stuffed cabbage Polish woman&#39;s kitchen,Prepared dishes,Chou farci cuisine de femme polonaise,Plats cuisinés
2527,Makaron tortiglioni coricelli ,Makarony i produkty makaronowe,Tortiglioni coricelli pasta,Pasta and pasta products,Tortiglioni coricelli,Pâtes et macaronis
14598,Pi?tnica Jogurt typu greckiego z brzoskwini? i marakuj? 150 g,Jogurt,Pi?tnica Greek type yogurt with peach and passion fruit 150 g,Yoghurt,Yaourt de type grec Pi?tnica à la pêche et au fruit de la passion 150 g,yaourt
9097,OSM Hajnówka - mas?o extra zawarto?? t?uszczu 82%,Mas?o,"OSM Hajnówka - extra butter, fat content 82%",Butter,"OSM Hajnówka - beurre supplémentaire, teneur en matière grasse 82%",beurre
4811,Sos chili s?odko-pikantny Tao Tao,"Sosy, przyprawy",Tao Tao Sweet and Spicy Chili Sauce,"Sauces, spices",Tao Tao Sauce Chili Douce Et Épicée,"Sauces, Epices"
11331,Kamis Musztarda Dijon 185 g,"Sosy, przyprawy",Kamis Dijon Mustard 185 g,"Sauces, spices",Kamis Moutarde Dijon 185 g,"Sauces, Epices"
15539,Woseba Café Brasil Kawa palona mielona 250 g,Kawa,Woseba Café Brasil Roasted coffee beans 250 g,Coffee,Woseba Café Brasil Grains de café torréfiés 250 g,café
12466,Dr. Oetker Ze ?wiata natury Cukier brzozowy 200 g,Cukier,Dr. Oetker From the world of nature Birch sugar 200 g,Sugar,Dr. Oetker Du monde à la nature Sucre de bouleau 200 g,sucre
13595,Soko?ów Premium Przysmak wieprzowy 500 g,W?dliny,Soko?ów Premium Pork delicacy 500 g,meats,Soko?ów Viande de Porc Premium Premium 500 g,viandes
125,Baton Go on orzech-karmel ,Wyroby cukiernicze,Go on caramel nut,Confectionery,Allez au caramel,Confiserie
8223,Krakus - Pasztet z pieca klasyczny,Pozosta?e przetwory mi?sne,Krakus - Classic oven pate,Other meat preparations,Krakus - Pâté au four classique,Autres préparations de viande
1729,Kaszka Bobovita pyszne ?niadanko manna 3 owoce ,?ywno?? dla dzieci,Bobovita porridge delicious breakfast with semolina 3 fruits,Food for children,Bobovita bouillie délicieux petit déjeuner avec semoule 3 fruits,Nourriture pour les enfants
16963,Muslitos szczypce krabów mro?one,Owoce morza mro?one,Muslitos frozen crab claws,Frozen seafood,Muslitos pinces de crabe congelées,Fruits de mer congelés
7510,Helio - Masa krówkowa Kajmak,Wyroby cukiernicze,Helio - Kajmak fudge mass,Confectionery,Helio - Fudge Kajmak,Confiserie
13024,Pringles Original Chrupki 165 g,Chipsy,Pringles Original Crunchy 165 g,Chips,Pringles Original Crunchy 165 g,chips
3140,Nektar Tarczyn wi?niowy ,Soki owocowe i warzywne,Cherry Tarczyn Nectar,Fruit and vegetable juices,Cerise Tarczyn Nectar,Jus de fruits et de légumes
3705,P?atki cini-minis crazycrush ,P?atki ?niadaniowe,Cini-minis crazycrush flakes,Breakfast cereals,Cini-minis crazycrush flocons,Céréales de petit déjeuner
5918,  - NFC t?oczony sok z jab?ek,Soki owocowe i warzywne,#NAME?,Fruit and vegetable juices,#NAME?,Jus de fruits et de légumes
7735,Hortex - Truskawki mro?one,Owoce mro?one,Hortex - Frozen strawberries,Frozen fruit,Hortex - Fraises surgelées,Fruits congelés
10087,"Tymbark - Napój jab?ko-rabarbar, niegazowany",Soki owocowe i warzywne,"Tymbark - Rhubarb apple, still",Fruit and vegetable juices,"Tymbark - pomme à la rhubarbe, encore",Jus de fruits et de légumes
9968,TET - The British Empire Black herbata ekspresowa,Herbata,TET - The British Empire Black express tea,Tea,TET - Thé noir Black Express de l&#39;Empire britannique,thé
16823,  Mieszanka ?urawiny kandyzowanej i orzechów nerkowca 100 g,Owoce suszone i orzechy,Mix of candied cranberry and cashew nuts 100 g,Dried fruits and nuts,Mélange de canneberges confites et noix de cajou 100 g,Fruits secs et noix
12304,Gellwe Budy? smak ?mietankowy 40 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Gellwe Pudding cream flavor 40 g,Other food items not elsewhere classified,Gellwe Pudding Crème Saveur 40 g,Autres produits alimentaires nca
224,Boczek wieprzowy Krakus ,Pozosta?e przetwory mi?sne,Krakus pork bacon,Other meat preparations,Bacon de porc Krakus,Autres préparations de viande
4369,Ser Maasdam zm soko?ów ,Sery i twarogi,Maasdam cheese with falcons,Cheese and curd,Fromage Maasdam aux faucons,Fromage et caillé
2861,Mleko Wypasione 2% ,Mleko ?wie?e niskot?uszczowe,Fattened milk 2%,Fresh low-fat milk,Lait engraissé 2%,Lait frais faible en gras
16049,Tymbark H2Owoc Napój cytryna jab?ko 400 ml,Soki owocowe i warzywne,Tymbark H2Fruit Lemon apple drink 400 ml,Fruit and vegetable juices,Tymbark H2Fruit citron boisson à la pomme 400 ml,Jus de fruits et de légumes
16463,Schär Gofry bezglutenowe 100 g (4 sztuki),Pozosta?e wyroby piekarskie,Schär Gluten-free waffles 100 g (4 pieces),Other bakery products,Schär Gaufres sans gluten 100 g (4 pièces),Autres produits de boulangerie
12144,  Wi?nie drylowane 680 g,Przetwory owocowe,Stoned cherries 680 g,Fruit preserves,Cerises dénoyautées 680 g,Conserves de fruits
930,Dra?e Rum Kokos w formie zawieszki na choink? ,Wyroby cukiernicze,Dragees Rum Coconut in the form of pendants for the Christmas tree,Confectionery,Dragées Rhum Noix de coco sous forme de pendentifs pour le sapin de Noël,Confiserie
6323,Bifix - Ostropest plamisty herbatka zio?owa ekspresowa 20t...,Herbata,Bifix - Milk thistle express herbal tea 20t ...,Tea,Bifix - Tisane express au chardon-Marie ...,thé
2278,Lody Grycan czekoladowe z suszonymi ?liwkami ,Lody,Grycan chocolate ice cream with prunes,Ice cream,Crème glacée au chocolat Grycan aux pruneaux,crème glacée
13101,NicNac's Orzeszki ziemne w chrupi?cej panierce pra?one 125 g,Owoce suszone i orzechy,NicNac&#39;s Peanuts roasted in crunchy coating 125 g,Dried fruits and nuts,NicNac&#39;s Cacahuètes grillées dans un enrobage croquant 125 g,Fruits secs et noix
9577,Pudliszki - Fasola czerwona Red Kidney,Warzywa suszone i pozosta?e przetwory warzywne,Pudliszki - Red Kidney beans,Dried vegetables and other vegetable preserves,Pudliszki - haricots rouges,Légumes secs et autres préparations à base de légumes
19,7 Days Mini Croissant z nadzieniem kakaowym ,Pozosta?e wyroby piekarskie,7 Days Mini Croissant with cocoa filling,Other bakery products,7 jours Mini-croissant fourré au cacao,Autres produits de boulangerie
5579,"7UP - Napój gazowany o smaku cytrynowo-limonkowym, 2 x 2...",Napoje orze?wiaj?ce,"7UP - Lemon-lime carbonated drink, 2 x 2 ...",Refreshing drinks,"7UP - Boisson gazeuse citron-lime, 2 x 2 ...",Boissons rafraîchissantes
16595,The Grower's Harvest Pomidory 1 kg,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,The Grower&#39;s Harvest Tomatoes 1 kg,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",La récolte des tomates du producteur 1 kg,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
4452,Ser sma?ony pó?t?usty naturalny ,Sery i twarogi,Natural fried semi-fat cheese,Cheese and curd,Fromage semi-gras frit naturel,Fromage et caillé
14861,Tartare Borowikowy Las Serek twarogowy 150 g,Sery i twarogi,Tartare Boletus Forest Cottage Cheese 150 g,Cheese and curd,Tartare Boletus Forest Cottage Cheese 150 g,Fromage et caillé
1160,Galaretka Winiary pomara?czowa,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Orange Winiary jelly,Other food items not elsewhere classified,Gelée de Winiary orange,Autres produits alimentaires nca
4788,Sok z brzozy z owocem granatu ,Soki owocowe i warzywne,Birch juice with pomegranate,Fruit and vegetable juices,Jus de bouleau à la grenade,Jus de fruits et de légumes
16627,  Koperek p?czek XL,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,A bunch of dill XL,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Un bouquet d&#39;aneth XL,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
7948,Jutrzenka - Galaretka Mella o smaku pomara?czowym,Wyroby cukiernicze,Dawn - Mella jelly with orange flavor,Confectionery,Dawn - Gelée de Mella au goût d&#39;orange,Confiserie
1103,Fix Knorr s?odko - kwa?ny,"Sosy, przyprawy",Fix Knorr sweet and sour,"Sauces, spices",Fix Knorr aigre-doux,"Sauces, Epices"
8167,Kotanyi - Kardamon  mielony,"Sól, przyprawy korzenne i zio?a kulinarne",Kotanyi - Ground cardamom,"Salt, spices and culinary herbs",Kotanyi - Cardamome moulue,"Sel, épices et herbes culinaires"
8451,Lipton - Herbata zio?owa. Rozgrzewaj?ca lipa z imbirem 20 t...,Herbata,Lipton - Herbal tea. Warming lime with ginger 20 t ...,Tea,Lipton - tisane. Chauffe citron vert au gingembre 20 ...,thé
7220,Figaro - Oliwki zielone drylowane,Warzywa suszone i pozosta?e przetwory warzywne,Figaro - Pitted green olives,Dried vegetables and other vegetable preserves,Figaro - Olives vertes dénoyautées,Légumes secs et autres préparations à base de légumes
9449,Polskie M?yny - Tortowa Brzeska M?ka Pszenna typ 450,M?ka i pozosta?e zbo?a,Polish Mills - Cake Brzesko Wheat Flour type 450,Flour and other cereals,Polish Mills - Cake Brzesko Farine De Blé Type 450,Farine et autres céréales
9573,Przysnacki - Przek?ska o smaku zielonej cebulki,Pozosta?e wyroby piekarskie,Przysnacki - A snack with green onion flavor,Other bakery products,Przysnacki - Une collation au goût d&#39;oignon vert,Autres produits de boulangerie
2045,Kisiel S?odka Chwila z owocami poziomkowy,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Kisiel Sweet Moment with wild strawberry fruit,Other food items not elsewhere classified,Kisiel Sweet Moment aux fraises des bois,Autres produits alimentaires nca
10233,Wasa - Pieczywo chrupkie z sezamem,Pozosta?e wyroby piekarskie,Wasa - Sesame crispbread,Other bakery products,Wasa - Pain croustillant au sésame,Autres produits de boulangerie
12667,Góralki nugatowe Wafelki z kremowym nadzieniem w polewie kakaowej 50 g,Pozosta?e wyroby piekarskie,Highlanders nougat Wafers with a cream filling in cocoa coating 50 g,Other bakery products,Gaufres de nougat Highlanders fourrées d&#39;une crème au cacao 50 g,Autres produits de boulangerie
11177,Prymat Pikantny sos czosnkowy tzatziki 20 g,"Sól, przyprawy korzenne i zio?a kulinarne",Prymat Tzatziki spicy garlic sauce 20 g,"Salt, spices and culinary herbs",Prymat Tzatziki sauce à l&#39;ail épicé 20 g,"Sel, épices et herbes culinaires"
16158,Pepsi Ginger Flavour Napój gazowany 500 ml,Napoje orze?wiaj?ce,Pepsi Ginger Flavor 500 ml carbonated drink,Refreshing drinks,Pepsi Ginger Goût 500 ml de boisson gazeuse,Boissons rafraîchissantes
1395,Herbatka Fito Apteka Formu?a 3 Cholesterol ,Herbata,Fito Pharmacy Tea Formula 3 Cholesterol,Tea,Fito Pharmacy Tea Formule 3 Cholestérol,thé
3740,P?atki pszenne bio ,P?atki ?niadaniowe,Organic wheat flakes,Breakfast cereals,Flocons de blé bio,Céréales de petit déjeuner
7402,Goliard - Makaron ?azanki,Makarony i produkty makaronowe,Goliard - Noodles with noodles,Pasta and pasta products,Goliard - Nouilles nouilles,Pâtes et macaronis
3415,Paluszki Grissini Torinesi Roberto,Pozosta?e wyroby piekarskie,Grissini Torinesi Roberto sticks,Other bakery products,Bâtons Roberto Grissini Torinesi,Autres produits de boulangerie
7316,Gerber - Deser suszone ?liwki,?ywno?? dla dzieci,Gerber - Dessert of dried plums,Food for children,Gerber - Dessert de prunes séchées,Nourriture pour les enfants
1672,Kapary w zalewie ,Warzywa suszone i pozosta?e przetwory warzywne,Capers in marinade,Dried vegetables and other vegetable preserves,Câpres en marinade,Légumes secs et autres préparations à base de légumes
11320,Barilla Arrabbiata Sos pomidorowy z papryk? chili 400 g,"Sosy, przyprawy",Barilla Arrabbiata Tomato sauce with chili pepper 400 g,"Sauces, spices",Barilla Arrabbiata Sauce tomate au piment rouge 400 g,"Sauces, Epices"
4748,Sok Ogrody Natury z jab?ek i aronii ,Soki owocowe i warzywne,Gardens of Nature juice made from apples and chokeberries,Fruit and vegetable juices,Jus Gardens of Nature à base de pommes et de myrtilles,Jus de fruits et de légumes
13167,Lay's Chipsy ziemniaczane o smaku sosu salsa 240 g,Chipsy,Lay&#39;s Potato chips flavored with salsa sauce 240 g,Chips,Croustilles Lay&#39;s aromatisées à la sauce salsa 240 g,chips
16234,Black Energy Zero Sugar Gazowany napój energetyzuj?cy bez cukru 250 ml,Napoje orze?wiaj?ce,Black Energy Zero Sugar Carbonated energy drink without sugar 250 ml,Refreshing drinks,Black Energy Zero Sugar Boisson énergisante gazéifiée sans sucre 250 ml,Boissons rafraîchissantes
