,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
15125,Delma Premium Miks t?uszczowy z mas?em 450 g,Margaryna i inne t?uszcze ro?linne,Delma Premium Fat mix with butter 450 g,Margarine and other vegetable fats,Delma Premium Fat mix au beurre 450 g,Margarine et autres graisses végétales
5378,Woda Muszyna Cechini sport ,Wody mineralne lub ?ródlane,Muszyna Water Cechini sport,Mineral or spring waters,Muszyna Water Cechini sport,Eaux minérales ou sources
11108,Prymat Przyprawa do bigosu i da? z kapusty 20 g,"Sól, przyprawy korzenne i zio?a kulinarne",Prymat Spice for stew and cabbage dishes 20 g,"Salt, spices and culinary herbs",Prymat Épice pour plats à l&#39;étouffée et aux choux 20 g,"Sel, épices et herbes culinaires"
16617,  Ruccola 80 g,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Ruccola 80 g,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Ruccola 80 g,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
12671,E. Wedel Bary?ki z alkoholem w czekoladzie deserowej 200 g,Czekolada,E. Wedel Bary?ki with alcohol in dark chocolate 200 g,Chocolate,E. Wedel Bary?ki avec alcool en dessert chocolat 200 g,chocolat
2906,Musli Sante tradycyjne,P?atki ?niadaniowe,Sante muesli traditional,Breakfast cereals,Sante muesli traditionnelle,Céréales de petit déjeuner
11571,Pudliszki Pomidory krojone w soku pomidorowym 390 g,Warzywa suszone i pozosta?e przetwory warzywne,Pudliszki Tomatoes cut in tomato juice 390 g,Dried vegetables and other vegetable preserves,Tomates Pudliszki coupées en jus de tomate 390 g,Légumes secs et autres préparations à base de légumes
11314,Winiary Sosy do makaronu Italia Sos serowo-pieczarkowy z natk? pietruszki 35 g,"Sosy, przyprawy",Winiary Italia Pasta Sauces Cheese and mushroom sauce with parsley 35 g,"Sauces, spices",Sauces pour pâtes Winiary Italia Sauce au fromage et aux champignons avec persil 35 g,"Sauces, Epices"
16140,Mountain Dew Napój gazowany 500 ml,Napoje orze?wiaj?ce,Mountain Dew 500 ml carbonated drink,Refreshing drinks,Mountain Dew 500 ml boisson gazeuse,Boissons rafraîchissantes
7896,Jacobs - Krönung kawa rozpuszczalna 100g,Kawa,Jacobs - Krönung instant coffee 100g,Coffee,Jacobs - Café instantané Krönung 100g,café
7723,"Hortex - Sok Vitaminka  marchew, jab?ko i truskawka",Soki owocowe i warzywne,"Hortex - Vitaminka juice - carrot, apple and strawberry",Fruit and vegetable juices,"Hortex - Jus de Vitaminka - Carotte, Pomme et Fraise",Jus de fruits et de légumes
11556,Bonduelle Kukurydza Z?ocista 340 g,Warzywa suszone i pozosta?e przetwory warzywne,Bonduelle Golden Corn 340 g,Dried vegetables and other vegetable preserves,Bonduelle Golden Corn 340 g,Légumes secs et autres préparations à base de légumes
9256,Piekarnia Jutrzenka - Bu?ka wiede?ska pon-sob,Pieczywo,Dawn Bakery - Viennese Bread Mon-Sat,Bread,Dawn Bakery - Pain viennois du lundi au samedi,pain
5695,Ashoka - Dal Makhani indyjskie danie z fasol? Mung i czerwo...,Gotowe dania,Ashoka - Dal Makhani Indian dish with Mung beans and red ...,Prepared dishes,Ashoka - Plat indien Dal Makhani avec haricots mungo et ...,Plats cuisinés
10032,"Teekanne - Herbata Zen Chai ekspresowa, 20 szt",Herbata,"Teekanne - Express Zen Chai Tea, 20 pcs",Tea,"Teekanne - Thé Express Zen Chai, 20 pcs",thé
17030,Karp królewski patroszony - ?wie?y,Ryby ?wie?e lub ch?odzone,Gutted royal carp - fresh,Fresh or chilled fish,Carpe royale éviscérée - fraîche,Poisson frais ou réfrigéré
943,Dro?d?ówka z kruszank? ,Pozosta?e wyroby piekarskie,Bun with crumble,Other bakery products,Bun avec crumble,Autres produits de boulangerie
12056,Winiary Zupa instant rosó? z kury z makaronem 12 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Instant chicken soup with noodles 12 g,Other food items not elsewhere classified,Winiary Soupe de poulet instantanée aux nouilles 12 g,Autres produits alimentaires nca
2157,Krem czekoladowy Terravita ,Czekolada,Terravita Chocolate Cream,Chocolate,Crème au chocolat Terravita,chocolat
5670,Antipasti - Oliwki w marynacie czosnkowo zio?owej,Warzywa suszone i pozosta?e przetwory warzywne,Antipasti - Olives in garlic and herb marinade,Dried vegetables and other vegetable preserves,Antipasti - Marinade à l&#39;ail et aux herbes,Légumes secs et autres préparations à base de légumes
7217,Figaro - Oliwki królewskie zielone,Warzywa suszone i pozosta?e przetwory warzywne,Figaro - Royal green olives,Dried vegetables and other vegetable preserves,Figaro - Olives vertes royales,Légumes secs et autres préparations à base de légumes
3751,Podudzie z kurczaka ,Mi?so drobiowe,Chicken drumstick,Poultry meat,Pilon de poulet,Viande de volaille
8221,Krakus - Mielonka luksusowa wieprzowa,Pozosta?e przetwory mi?sne,Krakus - Luxurious pork luncheon meat,Other meat preparations,Krakus - viande de porc de luxe,Autres préparations de viande
11754,GRAAL Winter Szprot w pomidorach 110 g,Pozosta?e przetwory z ryb i owoców morza,GRAAL Winter Sprat in tomatoes 110 g,Other preparations of fish and seafood,GRAAL Sprat d’hiver à la tomate 110 g,Autres préparations de poisson et de fruits de mer
10771,  Groch ?ó?ty po?ówki 500 g,Warzywa suszone i pozosta?e przetwory warzywne,Yellow peas halves 500 g,Dried vegetables and other vegetable preserves,Pois jaunes moitiés 500 g,Légumes secs et autres préparations à base de légumes
14941,Président Twaróg Delikatny naturalny 200 g,Sery i twarogi,"Président Cottage Cheese Delicate, natural 200 g",Cheese and curd,"Président Cottage Cheese Delicate, naturel 200 g",Fromage et caillé
15139,Bielmar Bielska Margaryna 250 g,Margaryna i inne t?uszcze ro?linne,Bielmar Bielska Margarine 250 g,Margarine and other vegetable fats,Bielmar Bielska Margarine 250 g,Margarine et autres graisses végétales
15595,Nescafé Dolce Gusto Chococino Czekolada i mleko w kapsu?kach 256 g (8 x 16 g i 8 x 16 g),Kawa,Nescafé Dolce Gusto Chococino Chocolate and milk in capsules 256 g (8 x 16 g and 8 x 16 g),Coffee,Nescafé Dolce Gusto Chococino Chocolat et lait en capsules 256 g (8 x 16 g et 8 x 16 g),café
1974,Kie?basa polska surowa d?ugodojrzewajaca z pieprzem ,W?dliny,Polish long-ripened raw sausage with pepper,meats,Saucisse crue polie au poivre,viandes
16727,  Orzeszki ziemne w czekoladzie mlecznej 100 g,Wyroby cukiernicze,Peanuts in milk chocolate 100 g,Confectionery,Cacahuètes au chocolat au lait 100 g,Confiserie
13894,  Express Menu! Sa?atka warzywna z broku?em 150 g,Warzywa suszone i pozosta?e przetwory warzywne,Express Menu! Vegetable salad with broccoli 150 g,Dried vegetables and other vegetable preserves,Menu Express! Salade de légumes au brocoli 150 g,Légumes secs et autres préparations à base de légumes
11511,Firma Roleski Delikatesowa Musztarda staropolska 175 g,"Sosy, przyprawy",Roleski Delikatesowa Mustard Old Polish 175 g,"Sauces, spices",Roleski Delikatesowa Moutarde à l&#39;ancienne polonais 175 g,"Sauces, Epices"
12460,Delecta Owocowy kubek Kids Kisiel marchew-banan 31 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Delecta Fruit mug Kids Jelly carrot-banana 31 g,Other food items not elsewhere classified,Tasse de fruits Delecta Kids Jelly carotte-banane 31 g,Autres produits alimentaires nca
13098,  Chipsy ziemniaczane grubo krojone o smaku szynki i sera 130 g,Chipsy,Coarsely sliced potato chips with ham and cheese flavor 130 g,Chips,Croustilles tranchées grossièrement au jambon et au fromage 130 g,chips
9851,Soko?ów - Pulled Beef wo?owina o smaku pieczeniowym,Mi?so wo?owe i ciel?ce,Soko?ów - Pulled Beef Roast Beef,Beef and veal meat,Soko?ów - Rôti de boeuf,Boeuf et veau
12932,Mieszko Amoretta Desserts Mieszanka czekoladek 325 g,Czekolada,Mieszko Amoretta Desserts Chocolate mix 325 g,Chocolate,Mieszko Amoretta Desserts Mélange de chocolat 325 g,chocolat
4442,Ser Skalmierzycki Lazur plastry ,Sery i twarogi,Skalmierzycki Lazur slices,Cheese and curd,Skalmierzycki Lazur tranches,Fromage et caillé
8108,Knorr - Sos sa?atkowy francuski,"Sosy, przyprawy",Knorr - French salad dressing,"Sauces, spices",Knorr - Vinaigrette Française,"Sauces, Epices"
16723,  Truskawki kandyzowane w czekoladzie 100 g,Wyroby cukiernicze,Strawberries candied in chocolate 100 g,Confectionery,Fraises confites au chocolat 100 g,Confiserie
7153,EkoWital - Ekologiczna chia - nasiona sza?wii hiszpa?skiej,Owoce suszone i orzechy,EkoWital - Organic Chia - Sage seeds,Dried fruits and nuts,EkoWital - Organic Chia - Graines de sauge,Fruits secs et noix
880,"Deser mleczny Monte crunchy,cookies ",Pozosta?e produkty mleczne,"Monte crunchy milk dessert, cookies",Other dairy products,"Dessert au lait Monte croustillant, biscuits",Autres produits laitiers
8610,Makar - migda?y ?uskane,Owoce suszone i orzechy,Makar - shelled almonds,Dried fruits and nuts,Makar - amandes sans coques,Fruits secs et noix
305,Cappuccino marzipan ,Kawa,Marzipan cappuccino,Coffee,Cappuccino de massepain,café
4323,Ser Hochland topiony bloczek z szynk? ,Sery i twarogi,Hochland cheese melted ham block,Cheese and curd,Bloc de jambon fondu au fromage Hochland,Fromage et caillé
4669,Soczewica konserwowa ,Warzywa suszone i pozosta?e przetwory warzywne,Canned lentils,Dried vegetables and other vegetable preserves,Lentilles en conserve,Légumes secs et autres préparations à base de légumes
2293,Lody Grycan sorbet z mango,Lody,Grycan ice cream with mango sorbet,Ice cream,Glace Grycan avec sorbet à la mangue,crème glacée
2992,Napój gazowany Schweppes cola ,Napoje orze?wiaj?ce,Schweppes cola soda,Refreshing drinks,Schweppes cola soda,Boissons rafraîchissantes
9433,Polmarkus - Dro?d?e lwowskie,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Polmarkus - Lviv Yeast,Other food items not elsewhere classified,Polmarkus - Levure Lviv,Autres produits alimentaires nca
9979,Taheebo - Kwiatostan G?ogu herbata sypka,Herbata,Taheebo - Hawthorn Inflorescence loose tea,Tea,Taheebo - Thé en vrac d&#39;inflorescence d&#39;aubépine,thé
13377,Konspol Natura Pol?dwica w?dzona z kurczaka 100 g,W?dliny,Konspol Natura Smoked chicken sirloin 100 g,meats,Surlonge de poulet fumé Konspol Natura 100 g,viandes
4582,Serek Twój Smak naturalny ,Sery i twarogi,Cheese Your natural taste,Cheese and curd,Fromage Votre goût naturel,Fromage et caillé
6162,Bakalland - Musli chrupkie 5 ziaren bakalie,P?atki ?niadaniowe,Bakalland - Muesli crisp 5 grains dried fruit,Breakfast cereals,Bakalland - muesli croquant 5 délices de grains,Céréales de petit déjeuner
13713,Tarczy?ski Kabanos Extra z indyka z dodatkiem wieprzowiny 130 g,W?dliny,Tarczy?ski Kabanos Extra turkey with pork 130 g,meats,Tarczy?ski Kabanos Extra Dinde Au Porc 130 g,viandes
15982,Gucio Sok z marchwi malin jab?ek wzbogacony witamin? C 330 ml,Soki owocowe i warzywne,Gucio Carrot apple raspberry juice enriched with vitamin C 330 ml,Fruit and vegetable juices,Jus de pomme framboise Gucio Carotte enrichi en vitamine C 330 ml,Jus de fruits et de légumes
213,Bita ?mietana Dr.oetker ,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Whipped cream Dr.oetker,Other food items not elsewhere classified,Crème fouettée Dr.oetker,Autres produits alimentaires nca
989,Fasola bia?a Rolnik ,Warzywa suszone i pozosta?e przetwory warzywne,Farmer white beans,Dried vegetables and other vegetable preserves,Haricots blancs fermiers,Légumes secs et autres préparations à base de légumes
16158,Pepsi Ginger Flavour Napój gazowany 500 ml,Napoje orze?wiaj?ce,Pepsi Ginger Flavor 500 ml carbonated drink,Refreshing drinks,Pepsi Ginger Goût 500 ml de boisson gazeuse,Boissons rafraîchissantes
1017,Filet na ma?le ,W?dliny,Butter fillet,meats,Filet de beurre,viandes
13292,  Plastry z ?opatki wo?owej na bitki 400 g,Mi?so wo?owe i ciel?ce,Beef shoulder slices for cutlets 400 g,Beef and veal meat,Tranches d&#39;épaule de bœuf pour côtelettes 400 g,Boeuf et veau
15717,  Aqualinka Woda ?ródlana niegazowana 330 ml,Wody mineralne lub ?ródlane,Aqualinka Non-carbonated spring water 330 ml,Mineral or spring waters,Aqualinka Eau de source non gazeuse 330 ml,Eaux minérales ou sources
6416,Bobovita - Obiadek Marchewka z ziemniaczkami i ciel?cin? po 5...,?ywno?? dla dzieci,Bobovita - Dinner Carrot with potatoes and veal after 5 ...,Food for children,Bobovita - Dîner Carotte avec pommes de terre et veau après 5 ...,Nourriture pour les enfants
2189,Kubek z czekoladkami Rakpol,Czekolada,Mug with Rakpol chocolates,Chocolate,Mug avec des chocolats Rakpol,chocolat
1345,"Herbata Rooibos z czerwonokrzewu o smaku maliny z grape 25*1,5g ",Herbata,Rooibos tea from red bush with raspberry flavor grape 25 * 1.5g,Tea,Thé Rooibos de buisson rouge au raisin à la framboise 25 * 1.5g,thé
13008,Aksam Beskidzkie Paluszki o smaku ser cebulka 220 g,Pozosta?e wyroby piekarskie,Aksam Beskidzkie Sticks flavored cheese onion 220 g,Other bakery products,Aksam Beskidzkie Sticks au fromage aromatisé à l&#39;oignon 220 g,Autres produits de boulangerie
1630,Jolca oliwki zielone z ?ososiem ,Warzywa suszone i pozosta?e przetwory warzywne,Jolca olives green with salmon,Dried vegetables and other vegetable preserves,Olives Jolca vertes au saumon,Légumes secs et autres préparations à base de légumes
10536,Delecta Glukoza krystaliczna 100 g,Cukier,Delecta Crystal glucose 100 g,Sugar,Delecta Crystal glucose 100 g,sucre
15501,Jacobs Cronat Gold Kawa mielona 500 g,Kawa,Jacobs Cronat Gold. Ground coffee 500 g,Coffee,"Jacobs Cronat Gold, café moulu 500 g",café
1365,Herbata Teekanne malinowa,Herbata,Raspberry Teekanne tea,Tea,Thé Teekanne Framboise,thé
12928,Wawel Czekolada mleczna 3 x 100 g i Czekolada gorzka 70% Cocoa 100 g,Czekolada,Wawel Milk chocolate 3 x 100 g and Bitter chocolate 70% Cocoa 100 g,Chocolate,Wawel chocolat au lait 3 x 100 g et chocolat amer 70% cacao 100 g,chocolat
16899,Maniok - ?wie?y - 1 KG,Pozosta?e warzywa bulwiaste i przetwory z warzyw bulwiastych,Cassava - fresh - 1 KG,Other tuber vegetables and preparations of tuber vegetables,Manioc - frais - 1 kg,Autres légumes à légumes et préparations à base de légumes à tubercules
9760,Sante - Wafle ry?owe naturalne extra cienkie,Pozosta?e wyroby piekarskie,Sante - Extra thin natural rice wafers,Other bakery products,Sante - Gaufrettes de riz naturelles extra-fines,Autres produits de boulangerie
15110,z Kruszwicy Zwyk?a Margaryna 250 g,Mas?o,from Kruszwica Common Margarine 250 g,Butter,à partir de margarine commune de Kruszwica 250 g,beurre
4843,Sos Knorr my?liwski,"Sosy, przyprawy",Knorr hunting sauce,"Sauces, spices",Sauce de chasse Knorr,"Sauces, Epices"
311,"Chaikola puszka 0,33l ",Napoje orze?wiaj?ce,Chaikola can 0.33l,Refreshing drinks,Chaikola peut 0.33l,Boissons rafraîchissantes
16469,  Awokado,Owoce ?wie?e lub ch?odzone,An avocado,Fresh or chilled fruits,avocat,Fruits frais ou réfrigérés
32,"Ameryka?ska fasolka ""barbecue"" ",Warzywa suszone i pozosta?e przetwory warzywne,American Bean &quot;Barbecue&quot;,Dried vegetables and other vegetable preserves,Haricot d&#39;Amérique &quot;Barbecue&quot;,Légumes secs et autres préparations à base de légumes
1245,Guma Halls watermelon ,Wyroby cukiernicze,Rubber Halls watermelon,Confectionery,Melon d&#39;eau en caoutchouc,Confiserie
106,Baton banana ,Wyroby cukiernicze,Banana bar,Confectionery,Banane bar,Confiserie
2294,Lody Grycan sorbet z truskawek,Lody,Grycan ice cream with strawberry sorbet,Ice cream,Glace Grycan avec sorbet à la fraise,crème glacée
7758,House of Asia - Grzyby Shitake suszone,Warzywa suszone i pozosta?e przetwory warzywne,House of Asia - Dried Shitake Mushrooms,Dried vegetables and other vegetable preserves,House of Asia - Champignons Shitake séchés,Légumes secs et autres préparations à base de légumes
8483,Lisner - ?led? - ?ledzik na raz w oleju z dodatkiem cebuli,Pozosta?e przetwory z ryb i owoców morza,Lisner - Herring - Herring at once in oil with the addition of onion,Other preparations of fish and seafood,Lisner - Hareng - Hareng à la fois dans l&#39;huile avec l&#39;ajout d&#39;oignon,Autres préparations de poisson et de fruits de mer
1857,Kawa satino espresso ,Kawa,Satino espresso coffee,Coffee,Café expresso Satino,café
6024,  - Sok ananasowy bezpo?rednio wyci?ni?ty z owoców,Soki owocowe i warzywne,#NAME?,Fruit and vegetable juices,- Jus d&#39;ananas directement pressé du fruit,Jus de fruits et de légumes
2697,Mieszanka w?gierska-leczo Hortex ,Gotowe dania,Hortex Hungarian-treatment mix,Prepared dishes,Hortex mélange de traitement hongrois,Plats cuisinés
15967,Hortex Multiwitamina Sok 100% 300 ml,Soki owocowe i warzywne,Hortex Multivitamin Juice 100% 300 ml,Fruit and vegetable juices,Jus de multivitamines Hortex 100% 300 ml,Jus de fruits et de légumes
11254,Hellmann's Babuni Majonez 420 ml,"Sosy, przyprawy",Hellmann&#39;s Grandma&#39;s Mayonnaise 420 ml,"Sauces, spices",Mayonnaise de grand-mère Hellmann&#39;s 420 ml,"Sauces, Epices"
16317,  Chleb ?ytni pumpernikiel 250 g,Pieczywo,Pumpernickel rye bread 250 g,Bread,Pain de seigle au Pumpernickel 250 g,pain
4409,Ser Pecorino Bucaro ,Sery i twarogi,Pecorino Bucaro cheese,Cheese and curd,Pecorino Bucaro,Fromage et caillé
4429,Ser sa?atkowy w kostkach z zio?ami ,Sery i twarogi,Cubed salad cheese with herbs,Cheese and curd,Salade de cubes aux herbes,Fromage et caillé
12599,Milka Sensations Ciastka z kawa?kami czekolady mlecznej z mleka alpejskiego 156 g,Pozosta?e wyroby piekarskie,Milka Sensations Cookies with pieces of milk chocolate from Alpine milk 156 g,Other bakery products,Milka Sensations Cookies avec des morceaux de chocolat au lait de lait alpin 156 g,Autres produits de boulangerie
4016,Quinoa bia?a Casa del Sur ,M?ka i pozosta?e zbo?a,Quinoa white Casa del Sur,Flour and other cereals,Quinoa blanc Casa del Sur,Farine et autres céréales
12033,Winiary Kostka do smaku drobiowa 60 g (6 kostek),"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Chicken cube 60 g (6 cubes),Other food items not elsewhere classified,Cube de poulet Winiary 60 g (6 cubes),Autres produits alimentaires nca
8565,Magnum - Double Cherry lody w polewie kakaowej z sokiem wi?... oblane mleczn? czekolad?,Lody,Magnum - Double Cherry ice cream with cocoa coating and cherry juice ... covered with milk chocolate,Ice cream,Magnum - Glace Double Cerise enrobée de cacao et de jus de cerise ... enrobée de chocolat au lait,crème glacée
3883,Przyprawa do shaormy ,"Sól, przyprawy korzenne i zio?a kulinarne",Shaorma spice,"Salt, spices and culinary herbs",Épice Shaorma,"Sel, épices et herbes culinaires"
632,Czekolada  bezglutenowa Chocokiss razem mo?emy wszystko ,Czekolada,Chocokiss gluten-free chocolate together we can do anything,Chocolate,"Chocokiss sans gluten ensemble, on peut tout faire",chocolat
3868,Przyprawa barbecue do grilla ,"Sól, przyprawy korzenne i zio?a kulinarne",Barbecue spice for barbecue,"Salt, spices and culinary herbs",Épice barbecue pour barbecue,"Sel, épices et herbes culinaires"
13276,  Value Porcja kulinarna z kaczki Pekin,Mi?so drobiowe,Value Culinary portion of Beijing duck,Poultry meat,Valeur culinaire du canard de Pékin,Viande de volaille
8275,"Kubu? - Sok banan, marchew i jab?ko",Soki owocowe i warzywne,"Kubu? - Banana, carrot and apple juice",Fruit and vegetable juices,"Kubu? - Jus de banane, carotte et pomme",Jus de fruits et de légumes
14477,Bakoma Twist Jogurt kawowy 400 g,Jogurt,Bakoma Twist Coffee yogurt 400 g,Yoghurt,Yaourt au café Bakoma Twist 400 g,yaourt
16840,Udziec barani z ko?ci?,Mi?so baranie i kozie,Leg of sheep on the bone,Sheep and goat meat,Cuisse de mouton sur l&#39;os,Viande de mouton et de chèvre
945,Dukaty rybne Frosta,Pozosta?e przetwory z ryb i owoców morza,Frosta fish ducats,Other preparations of fish and seafood,Ducats de poisson Frosta,Autres préparations de poisson et de fruits de mer
13790,Lisner Bismarck P?aty ?ledziowe w aromatycznej zalewie octowo-korzennej 400 g,Pozosta?e przetwory z ryb i owoców morza,Lisner Bismarck Herring flakes in aromatic vinegar and root marinade 400 g,Other preparations of fish and seafood,Lisner Bismarck Flocons de harengs à la marinade de vinaigre aromatique et racine 400 g,Autres préparations de poisson et de fruits de mer
15672,"?ywiec Zdrój Niegazowany Woda ?ródlana 1,5 l",Wody mineralne lub ?ródlane,?ywiec Zdrój Still water Spring water 1.5 l,Mineral or spring waters,"?ywiec Zdrój Eau plate Eau de source 1,5 l",Eaux minérales ou sources
905,Dodatek do da? relish podravka ,Warzywa suszone i pozosta?e przetwory warzywne,Addition to relish podravka dishes,Dried vegetables and other vegetable preserves,Addition pour savourer des plats de podravka,Légumes secs et autres préparations à base de légumes
4456,Ser Sokole Oko w?dzony plastry ,Sery i twarogi,Sokole cheese Smoked eye slices,Cheese and curd,Fromage Sokole Tranches d&#39;oeil fumé,Fromage et caillé
13530,Konspol Natura ?ar?aki Parówki z kurczaka 180 g,W?dliny,Konspol Natura ?arkiaki Chicken frankfurters 180 g,meats,Konspol Natura ?arkiaki saucisses de Francfort au poulet 180 g,viandes
15782,"Muszyna Cechini Naturalna woda mineralna wysokozmineralizowana niskonasycona 0,75 l",Wody mineralne lub ?ródlane,"Muszyna Cechini Natural mineral water, highly mineralized, low saturated 0.75 l",Mineral or spring waters,"Muszyna Cechini Eau minérale naturelle hautement minéralisée, faiblement saturée 0,75 l",Eaux minérales ou sources
8399,Lestello - Ry? bia?y d?ugoziarnisty,Ry?,Lestello - Long grain white rice,Rice,Lestello - Riz blanc à grains longs,riz
13475,  Finest Szynka Serrano Kie?basa Chorizo i Pol?dwica Lomo 120 g,W?dliny,Finest Serrano Ham Chorizo Sausage and Lomo Sirloin 120 g,meats,Saucisson au chorizo et surlignage de lomo au jambon Serrano 120 g,viandes
14228,Grycan Lody czekoladowe 125 ml,Lody,Grycan Chocolate ice cream 125 ml,Ice cream,Crème glacée au chocolat Grycan 125 ml,crème glacée
1752,Kaszka smakija special ,Pozosta?e produkty mleczne,Special taste porridge,Other dairy products,Bouillie au goût spécial,Autres produits laitiers
2528,Makaron tradycyjny krajanka ,Makarony i produkty makaronowe,Traditional pasta slices,Pasta and pasta products,Tranches de pâtes traditionnelles,Pâtes et macaronis
6732,Crispy natural - Chipsy z truskawki,Owoce suszone i orzechy,Crispy natural - Strawberry chips,Dried fruits and nuts,Croustillant naturel - chips de fraise,Fruits secs et noix
7064,"Dr. Oetker - Pizza Rigga szynka,pieczarki, sos czosnkowy",Pizza i inne pó?produkty m?czne,"Dr. Oetker - Pizza Rigga ham, mushrooms, garlic sauce",Pizza and other flour semi-finished products,"Dr. Oetker - Pizza Jambon Rigga, champignons, sauce à l&#39;ail",Pizza et autres produits à base de farine
6277,Beli - Ciastka francuskie koperty z pomara?cz?,Pozosta?e wyroby piekarskie,Beli - French biscuits with orange envelope,Other bakery products,Beli - biscuits français avec enveloppe orange,Autres produits de boulangerie
15439,"Mayo Organic Ekologiczna herbatka zio?owa pokrzywa 26 g (20 x 1,3 g)",Herbata,Mayo Organic Organic Herb Nettle 26 g (20 x 1.3 g),Tea,"Mayo biologique ortie bio à l&#39;herbe biologique 26 g (20 x 1,3 g)",thé
2010,Kie?ki Bonduelle fasoli mung,Warzywa suszone i pozosta?e przetwory warzywne,Bonduelle mung bean sprouts,Dried vegetables and other vegetable preserves,Bonduelle de haricot mungo,Légumes secs et autres préparations à base de légumes
9875,Soti Natural - Napój zaparzona trawa cytrusowa i mi?ta bez cukrów,Napoje orze?wiaj?ce,Soti Natural - drink brewed citrus grass and mint without sugars,Refreshing drinks,Soti Natural - buvez de l&#39;herbe d&#39;agrumes et de la menthe brassées sans sucres,Boissons rafraîchissantes
9147,Oshee - For Bikeriders Lime & Mint napój izotoniczny niega...,Napoje orze?wiaj?ce,Oshee - For Bikeriders Lime &amp; Mint isotonic drink ...,Refreshing drinks,Oshee - For Bikeriders Boisson isotonique au citron vert et à la menthe ...,Boissons rafraîchissantes
16348,  Chleb razowy 400 g,Pieczywo,Wholemeal bread 400 g,Bread,Pain complet 400 g,pain
125,Baton Go on orzech-karmel ,Wyroby cukiernicze,Go on caramel nut,Confectionery,Allez au caramel,Confiserie
16953,Krewetki panierowane mro?one,Owoce morza mro?one,Frozen breaded shrimps,Frozen seafood,Crevettes panées surgelées,Fruits de mer congelés
12062,Winiary Rosó? wo?owy 180 g (18 sztuk),"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Beef broth 180 g (18 pieces),Other food items not elsewhere classified,Bouillon de bœuf Winiary 180 g (18 pièces),Autres produits alimentaires nca
13825,  Filety ?ledziowe z suszonymi pomidorami w oleju 400 g,Pozosta?e przetwory z ryb i owoców morza,Herring fillets with dried tomatoes in oil 400 g,Other preparations of fish and seafood,Filets de hareng à l&#39;huile de tomates séchées au soleil 400 g,Autres préparations de poisson et de fruits de mer
14266,Zielona Budka Lody karmel z sol? 1000 ml,Lody,Green shed Ice cream caramel with salt 1000 ml,Ice cream,Green shed Crème glacée caramel au sel 1000 ml,crème glacée
9557,Prymat - Sos sa?atkowy w?oski,"Sosy, przyprawy",Prymat - Italian salad dressing,"Sauces, spices",Prymat - Vinaigrette Italienne,"Sauces, Epices"
2873,Mleko zag?szczone nies?odzone light,Mleko zag?szczone i w proszku,Condensed unsweetened light milk,Powdered and powdered milk,Lait clair condensé non sucré,Lait condensé et en poudre
9448,Polskie M?yny - M?ka szymanowska pszenna typ 480,M?ka i pozosta?e zbo?a,Polish Mills - Wheat szymanowska flour type 480,Flour and other cereals,Mills polonaises - farine de blé szymanowska type 480,Farine et autres céréales
5844,  - Lasagne all'uovo Makaron Lasagne ?wie?y jajeczny,Makarony i produkty makaronowe,- Lasagne all&#39;uovo Pasta Lasagne fresh egg,Pasta and pasta products,- Lasagne all&#39;uovo Pâtes Oeufs frais de Lasagnes,Pâtes et macaronis
4312,Ser hochland kr??ek mixtett ,Sery i twarogi,Hochland cheese mixtett disc,Cheese and curd,Disque mixte au fromage de Hochland,Fromage et caillé
13048,Pringles Paprika Chrupki 165 g,Pozosta?e wyroby piekarskie,Pringles Paprika Chrupki 165 g,Other bakery products,Pringles Paprika Chrupki 165 g,Autres produits de boulangerie
7537,Hellmann's - Majonez babuni,"Sosy, przyprawy",Hellmann&#39;s - Grandma&#39;s mayonnaise,"Sauces, spices",Hellmann&#39;s - Mayonnaise de grand-mère,"Sauces, Epices"
6188,Bakoma - Jogurt Twist poziomka,Jogurt,Bakoma - Yogurt Twist wild strawberry,Yoghurt,Bakoma - Yaourt Twist Fraise des bois,yaourt
4280,Ser Gorgonzola Piccante ,Sery i twarogi,Gorgonzola Piccante cheese,Cheese and curd,Gorgonzola Piccante,Fromage et caillé
6632,Chipsletten - Chipsy papryka,Chipsy,Chipsletten - Chips pepper,Chips,Chipsletten - Chips poivre,chips
1565,Jogurt Fantasia z mleczn? czekolad? ,Jogurt,Fantasia yogurt with milk chocolate,Yoghurt,Yaourt Fantasia au chocolat au lait,yaourt
5486,Zupa Winiary zupa jarzynowa,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Soup Winiary vegetable soup,Other food items not elsewhere classified,Soupe aux légumes,Autres produits alimentaires nca
